event_id,url,title,date_start,time_start,location,ticket_url,ticket_price_text,ticket_free,description,categories,organizer,genre,director,actors,duration,year
1b80425e8698b1cef2004d80251212ea,https://www.cineplexx.mk/film/freakier-friday?date=2025-08-10&location=all,Уште пооткачен петок,10 Август,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/freakier-friday?date=2025-08-10&location=all,250 ден.,False,Anna Coleman and her mother Tess are in another predicament when they swap bodies with Anna's daughter. Now it's up to the three to reverse the body swap.,['movie'],Cineplexx,"Комедија, Фантазија, Семеен",Nisha Ganatra,"Jamie Lee Curtis, Mark Harmon, Lindsay Lohan, Chad Michael Murray, Christina Vidal Mitchell, Haley Hudson, Lucille Soong, Stephen Tobolowsky, Rosalind Chao",1h 51m,2025
9462364939f1494d5771ecd600fc234f,https://www.cineplexx.mk/film/f1?date=2025-08-10&location=all,Ф1,10 Август,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/f1?date=2025-08-10&location=all,250 ден.,False,"Од творците на хитот Топ ган: Маверик, доаѓа високооктанскиот блокбастер на годината – Ф1!",['movie'],Cineplexx,"Драма, Sport",Joseph Kosinski,"Javier Bardem, Brad Pitt, Kerry Condon, Damson Idris, Callie Cooke",2h 35m,2025
9f6a5e26aa572a5477a4af5cdc381625,https://www.cineplexx.mk/film/fantasticnata-4-prvi-cekori?date=2025-08-10&location=all,Фантастичната 4: Први чекори,10 Август,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/fantasticnata-4-prvi-cekori?date=2025-08-10&location=all,250 ден.,False,One of Marvel's most iconic families makes it to the big screen: the Fantastic Four.,['movie'],Cineplexx,"Акција, Научна фантастика, Авантура",Matt Shakman,"Paul Walter Hauser, Pedro Pascal, Vanessa Kirby, Ralph Ineson, John Malkovich, Julia Garner, Joseph Quinn, Ebon Moss-Bachrach, Natasha Lyonne, Sarah Niles",1h 55m,2025
ef0819bb803f84678c987acc03a913c3,https://www.cineplexx.mk/film/%D0%A4%D0%B8%D0%BB%D0%BC-%D0%B7%D0%B0-%D0%A8%D1%82%D1%80%D1%83%D0%BC%D1%84%D0%BE%D0%B2%D0%B8%D1%82%D0%B5?date=2025-08-10&location=all,Филм за Штрумфовите,10 Август,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/%D0%A4%D0%B8%D0%BB%D0%BC-%D0%B7%D0%B0-%D0%A8%D1%82%D1%80%D1%83%D0%BC%D1%84%D0%BE%D0%B2%D0%B8%D1%82%D0%B5?date=2025-08-10&location=all,250 ден.,False,"Кога злите волшебници Разамел и Гаргамел ќе го грабнат Велештрумф, Штрумфета ќе ги предводи штрумфовите во мисија за негово спасување.",['movie'],Cineplexx,"Авантура, Анимиран , Семеен",,,1h 32m,2025
3b89e5cff0b2c642fd50ed3606df44ee,https://www.cineplexx.mk/film/batman-begins?date=all&location=null,Бетмен: Почеток (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/batman-begins?date=all&location=null,250 ден.,False,"Уште како дете, Брус Вејн е очевидец на убиството на неговите родители што остава длабока трага врз неговата личност, давајќи му поттик да се одмазди.",['movie'],Cineplexx,"Акција, Авантура",Christopher Nolan,"Morgan Freeman, Michael Caine, Gary Oldman, Liam Neeson, Cillian Murphy, Katie Holmes, Tom Wilkinson, Christian Bale, Linus Roache, Rutger Hauer, Ken Watanabe",2h 20m,2025
fa8cc9da9f001e3c83c60a75c1d8e026,https://www.cineplexx.mk/film/harry-potter-and-the-philosopher's-stone?date=all&location=null,Хари Потер и Каменот на мудроста,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/harry-potter-and-the-philosopher's-stone?date=all&location=null,250 ден.,False,Младото сиромашно момче Хари Потер открива дека е волшебник и заминува во Хогвортс – училиште за магија.,['movie'],Cineplexx,"Фантазија, Авантура, Семеен",Chris Columbus,"Emma Watson, Ian Hart, Tom Felton, Daniel Radcliffe, Robbie Coltrane, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, Rupert Grint, John Hurt, Richard Harris, Warwick Davis, Richard Griffiths",2h 26m,2025
579234106319b7c4721e0947b83ec527,https://www.cineplexx.mk/film/inception?date=all&location=null,Почеток (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/inception?date=all&location=null,250 ден.,False,"Леонардо ди Каприо го игра шпионот специјализиран за деловна шпијунажа, односно каредење информации од потсвеста на неговата жртва, во моментот додека жртвата спие.",['movie'],Cineplexx,"Акција, Трилер, Авантура",Christopher Nolan,"Michael Caine, Marion Cotillard, Tom Hardy, Cillian Murphy, Ellen Page, Leonardo DiCaprio, Ken Watanabe, Tom Berenger, Joseph Gordon-Levitt",2h 28m,2025
caf2eb67e7216d00b7e31b04da30ec63,https://www.cineplexx.mk/film/the-dark-knight?date=all&location=null,Бетмен: Мрачниот витез (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/the-dark-knight?date=all&location=null,250 ден.,False,Бетмен тргнува засекогаш да го уништи организираниот криминал во Готам Сити.,['movie'],Cineplexx,"Драма, Акција, Криминалистички",Christopher Nolan,"Morgan Freeman, Michael Caine, Gary Oldman, Christian Bale, Jake Gyllenhaal, Heath Ledger, Aaron Eckhart",2h 32m,2025
f303edac7a1c27d9a402f5271d3a9291,https://www.cineplexx.mk/film/bal-kan-kan?date=all&location=null,Бал-кан-кан,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/bal-kan-kan?date=all&location=null,250 ден.,False,Еден македонски трговец со цвеќиња по грешка се вплеткува во трговија со човечки органи додека бара изгубен труп низ Балканот.,['movie'],Cineplexx,"Комедија, Акција, Авантура",Darko Mitrevski,"Toni Mihajlovski, Branko Djurić, Nikola Kojo, Vlado Jovanovski, Adolfo Margiotta, Zvezda Angelovska, Jelisaveta 'Seka' Sablić, Antonella Maria Troise",1h 29m,2025
a86132e559042cc5f58cbb69933303a6,https://www.cineplexx.mk/film/harry-potter-and-the-chamber-of-secrets?date=all&location=null,Хари Потер и Одајата на тајните,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/harry-potter-and-the-chamber-of-secrets?date=all&location=null,250 ден.,False,"Во својата втора година, Хари се обидува да го открие виновникот за напади врз ученици и мистеријата зад тајната Комора.",['movie'],Cineplexx,"Фантазија, Авантура, Семеен",Chris Columbus,"Emma Watson, Jason Isaacs, Daniel Radcliffe, Robbie Coltrane, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, John Cleese, Rupert Grint, Kenneth Branagh, Richard Harris, Warwick Davis, Richard Griffiths",2h 41m,2025
7da0f163a29ff279a47c13ca83a2c0df,https://www.cineplexx.mk/film/iscelitel?date=all&location=null,Исцелител (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/iscelitel?date=all&location=null,250 ден.,False,"Веле, механичар од железничко депо, немајќи пари да купи лекови, му дава на татко му Саздо колач направен од украдена марихуана за да му ги ублажи болките од рак.",['movie'],Cineplexx,"Комедија, Драма",Gjorce Stavreski,"Anastas Tanovski, Blagoj Veselinov, Aksel Mehmet, Aleksandar Mikic, Miroslav Petkovic, Dime Ilijev",1h 44m,2025
b44910edb76a86d2a6dc4f5f2816cf08,https://www.cineplexx.mk/film/mission-impossible-7?date=all&location=null,Невозможна мисија: Одмазда прв дел (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/mission-impossible-7?date=all&location=null,250 ден.,False,Кино проекција на Невозможна мисија: Одмазда прв дел (Open Air Cinema),['movie'],Cineplexx,"Акција, Трилер, Авантура",Christopher McQuarrie,"Tom Cruise, Rebecca Ferguson, Simon Pegg, Vanessa Kirby, Ving Rhames",2h 43m,2025
2252f15e4b423c3e3d6900813ac2e56c,https://www.cineplexx.mk/film/the-bad-guys-2?date=all&location=null,Лошите момци 2,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/the-bad-guys-2?date=all&location=null,250 ден.,False,Кој е полош од лошите момци? Лошите девојки.,['movie'],Cineplexx,"Комедија, Авантура, Анимиран","Pierre Perifel, JP Sans","Sam Rockwell, Zazie Beetz, Marc Maron, Anthony Ramos, Craig Robinson, Awkwafina , Lilly Singh, Richard Ayoade, Alex Borstein",1h 44m,2025
87f4741072eb8cca079cb11667bf0353,https://www.cineplexx.mk/film/harry-potter-and-the-prisoner-of-azkaban?date=all&location=null,Хари Потер и Затвореникот од Азкабан,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/harry-potter-and-the-prisoner-of-azkaban?date=all&location=null,250 ден.,False,"Хари дознава дека бегалецот Сириус Блек, кој наводно го предал неговото семејство, е на слобода.",['movie'],Cineplexx,"Фантазија, Авантура, Семеен",Alfonso Cuaron,"Gary Oldman, Emma Watson, Emma Thompson, Michael Gambon, David Thewlis, Tom Felton, Daniel Radcliffe, Robbie Coltrane, Alan Rickman, Maggie Smith, Rupert Grint",2h 16m,2025
6a7f4cb88c3d5757a40e01879f370cf9,https://www.cineplexx.mk/film/the-dark-knight-rises?date=all&location=null,Бетмен: Подемот на Темниот Витез (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/the-dark-knight-rises?date=all&location=null,250 ден.,False,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total an",['movie'],Cineplexx,"Акција, Трилер",Christopher Nolan,"Morgan Freeman, Michael Caine, Marion Cotillard, Gary Oldman, Tom Hardy, Christian Bale, Anne Hathaway, Joseph Gordon-Levitt",2h 44m,2025
bb143b3c1d494a306a02f5e12d41fd9a,https://www.cineplexx.mk/film/*Zweitland?date=all&location=null,*Zweitland,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/*Zweitland?date=all&location=null,250 ден.,False,"In seinem Kinodebüt ""Zweitland"" beleuchtet Regisseur Michael Kofler packend und eindringlich die Ereignisse rund um die „Feuernacht“ in Südtirol.",['movie'],Cineplexx,Драма,Michael Kofler,"Laurence Rupp, Francesco Acquaroli, Aenne Schwarz, Thomas Prenn, Andrea Fuorto",0h 40m,2025
287359fa4de2f3260bbddacde88de904,https://www.cineplexx.mk/film/the-conjuring-last-rites?date=all&location=null,Повикувања 4: Последни обреди,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/the-conjuring-last-rites?date=all&location=null,250 ден.,False,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,['movie'],Cineplexx,"Трилер, Хорор, Мистерија",Michael Chaves,"Vera Farmiga, Patrick Wilson, Ben Hardy, Mia Tomlinson, Rebecca Calder, Elliot Cowan",0h 30m,2025
1ab23b0d9464210db540923799a023b0,https://www.cineplexx.mk/film/star-wars-episode-v-the-empire-strikes-back?date=all&location=null,Војна на ѕвездите: Империјата го возвраќа ударот (Open Air Cinema),11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/star-wars-episode-v-the-empire-strikes-back?date=all&location=null,250 ден.,False,"По уништувањето на Ѕвездата на смртта, силите на Империјата продолжуваат да ги бркаат бунтовниците.",['movie'],Cineplexx,"Фантазија, Акција, Авантура",Irvin Kershner,"Harrison Ford, Mark Hamill, Frank Oz, Anthony Daniels, Kenny Baker, Carrie Fisher, Billy Dee Williams, David Prowse, Peter Mayhew",2h 7m,2025
dfe2023579d4787af5f794081a0fd811,https://www.cineplexx.mk/film/at-Project-Hail-Mary-OV?date=all&location=null,at Project Hail Mary OV,11 August,19:00,Cineplexx - Skopje,https://www.cineplexx.mk/film/at-Project-Hail-Mary-OV?date=all&location=null,250 ден.,False,Der Naturwissenschaftslehrer Ryland Grace (RYAN GOSLING) wacht eines Tages auf einem Raumschiff auf – Lichtjahre von zu Hause entfernt.,['movie'],Cineplexx,"Акција, Авантура","Christopher Miller, Phil Lord","Ryan Gosling, Sandra Hüller, Ken Leung, Lionel Boyce, Milana Vayntrub",0h 40m,2026
